# Time-averaged data for fix myat1
# TimeStep v_xave v_xdes
290100 -23.5962 -24
290200 -24.1204 -24
290300 -24.5504 -24
290400 -24.4414 -24
290500 -24.0863 -24
290600 -23.8115 -24
290700 -23.5418 -24
290800 -23.414 -24
290900 -23.4778 -24
291000 -23.2673 -24
291100 -23.0858 -24
291200 -22.8878 -24
291300 -22.9199 -24
291400 -22.9585 -24
291500 -23.1109 -24
291600 -23.2126 -24
291700 -23.4109 -24
291800 -24.062 -24
291900 -24.5893 -24
292000 -24.7447 -24
292100 -24.732 -24
292200 -24.6147 -24
292300 -24.5157 -24
292400 -24.6057 -24
292500 -24.5666 -24
292600 -24.3501 -24
292700 -24.1816 -24
292800 -24.1144 -24
292900 -24.0808 -24
293000 -24.0924 -24
293100 -24.2807 -24
293200 -23.9754 -24
293300 -23.3323 -24
293400 -22.6438 -24
293500 -22.3122 -24
293600 -22.3688 -24
293700 -22.8951 -24
293800 -23.8344 -24
293900 -24.5914 -24
294000 -24.974 -24
294100 -25.2094 -24
294200 -25.1676 -24
294300 -25.0497 -24
294400 -24.7015 -24
294500 -24.3228 -24
294600 -23.988 -24
294700 -23.77 -24
294800 -23.647 -24
294900 -23.7377 -24
295000 -23.7643 -24
295100 -23.7293 -24
295200 -23.661 -24
295300 -23.9673 -24
295400 -24.4744 -24
295500 -24.8482 -24
295600 -24.7992 -24
295700 -24.4792 -24
295800 -24.0945 -24
295900 -23.836 -24
296000 -23.6582 -24
296100 -23.8229 -24
296200 -23.7534 -24
296300 -23.6611 -24
296400 -23.8716 -24
296500 -24.2263 -24
296600 -24.4879 -24
296700 -24.5425 -24
296800 -24.3851 -24
296900 -24.0855 -24
297000 -23.9329 -24
297100 -23.9664 -24
297200 -24.2217 -24
297300 -24.4654 -24
297400 -24.5298 -24
297500 -24.3595 -24
297600 -24.6375 -24
297700 -25.0852 -24
297800 -25.0916 -24
297900 -24.731 -24
298000 -24.0489 -24
298100 -23.6931 -24
298200 -23.5347 -24
298300 -23.1939 -24
298400 -23.1201 -24
298500 -23.2354 -24
298600 -23.3603 -24
298700 -23.3413 -24
298800 -23.1234 -24
298900 -23.1649 -24
299000 -23.4292 -24
299100 -23.8986 -24
299200 -24.3761 -24
299300 -24.4431 -24
299400 -24.3414 -24
299500 -24.6101 -24
299600 -24.8748 -24
299700 -24.8408 -24
299800 -24.6972 -24
299900 -24.5839 -24
300000 -24.6319 -24
300100 -24.6164 -24
300200 -24.4638 -24
300300 -24.3681 -24
300400 -24.1383 -24
300500 -24.084 -24
300600 -24.2542 -24
300700 -24.2951 -24
300800 -24.3821 -24
300900 -24.5519 -24
301000 -24.6908 -24
301100 -24.7325 -24
301200 -25.0621 -24
301300 -25.2421 -24
301400 -25.3043 -24
301500 -25.3017 -24
301600 -25.0938 -24
301700 -24.4994 -24
301800 -24.0914 -24
301900 -23.8037 -24
302000 -23.5831 -24
302100 -23.4376 -24
302200 -23.4249 -24
302300 -23.7882 -24
302400 -24.2684 -24
302500 -24.8878 -24
302600 -25.3723 -24
302700 -25.3262 -24
302800 -24.6637 -24
302900 -23.9443 -24
303000 -23.4606 -24
303100 -22.9583 -24
303200 -22.8741 -24
303300 -23.0524 -24
303400 -23.5537 -24
303500 -24.016 -24
303600 -23.8115 -24
303700 -23.3148 -24
303800 -22.8845 -24
303900 -22.7079 -24
304000 -22.8102 -24
304100 -23.4101 -24
304200 -23.8639 -24
304300 -24.3134 -24
304400 -24.4635 -24
304500 -24.1264 -24
304600 -23.784 -24
304700 -23.5807 -24
304800 -23.2497 -24
304900 -23.0052 -24
305000 -22.9807 -24
305100 -22.9716 -24
305200 -23.3196 -24
305300 -23.7383 -24
305400 -24.2456 -24
305500 -24.7379 -24
305600 -24.9347 -24
305700 -24.9095 -24
305800 -24.5863 -24
305900 -24.4447 -24
306000 -24.3484 -24
306100 -24.2541 -24
306200 -24.4839 -24
306300 -24.9017 -24
306400 -24.7596 -24
306500 -24.4345 -24
306600 -24.0231 -24
306700 -23.7246 -24
306800 -23.6674 -24
306900 -23.748 -24
307000 -23.9639 -24
307100 -24.0397 -24
307200 -23.9112 -24
307300 -23.4651 -24
307400 -23.3538 -24
307500 -23.5923 -24
307600 -23.6821 -24
307700 -23.888 -24
307800 -24.1585 -24
307900 -24.2619 -24
308000 -24.0787 -24
308100 -23.7689 -24
308200 -23.9074 -24
308300 -24.4095 -24
308400 -24.9218 -24
308500 -25.1993 -24
308600 -25.1808 -24
308700 -25.1099 -24
308800 -24.9012 -24
308900 -24.5765 -24
309000 -24.3609 -24
309100 -24.3019 -24
309200 -24.2334 -24
309300 -24.1512 -24
309400 -24.0769 -24
309500 -24.1774 -24
309600 -24.3577 -24
309700 -24.2853 -24
309800 -23.9301 -24
309900 -23.557 -24
310000 -23.2686 -24
310100 -23.113 -24
310200 -22.9027 -24
310300 -23.0642 -24
310400 -23.3707 -24
310500 -23.4824 -24
