# Time-averaged data for fix myat1
# TimeStep v_xave v_xdes
2710100 19.5216 20
2710200 19.1934 20
2710300 18.961 20
2710400 19.0183 20
2710500 19.3696 20
2710600 19.8426 20
2710700 20.1881 20
2710800 20.485 20
2710900 20.6877 20
2711000 20.4951 20
2711100 20.2462 20
2711200 20.4129 20
2711300 20.6356 20
2711400 20.6751 20
2711500 20.6358 20
2711600 20.5277 20
2711700 20.5856 20
2711800 20.4422 20
2711900 20.1187 20
2712000 19.6871 20
2712100 19.4876 20
2712200 19.3483 20
2712300 19.0512 20
2712400 18.8223 20
2712500 18.7548 20
2712600 18.695 20
2712700 18.9303 20
2712800 19.4107 20
2712900 19.7838 20
2713000 20.286 20
2713100 20.6079 20
2713200 20.7194 20
2713300 20.8304 20
2713400 20.6402 20
2713500 20.1522 20
2713600 19.7095 20
2713700 19.5192 20
2713800 19.4035 20
2713900 19.1912 20
2714000 19.0386 20
2714100 18.8755 20
2714200 18.9755 20
2714300 19.318 20
2714400 19.6817 20
2714500 19.9706 20
2714600 20.2006 20
2714700 20.2803 20
2714800 19.7803 20
2714900 19.3297 20
2715000 19.337 20
2715100 19.5778 20
2715200 19.8945 20
2715300 20.1894 20
2715400 20.2412 20
2715500 20.1111 20
2715600 19.9617 20
2715700 19.9753 20
2715800 20.1716 20
2715900 20.4057 20
2716000 20.2827 20
2716100 20.0336 20
2716200 19.4983 20
2716300 18.8968 20
2716400 18.7215 20
2716500 18.9296 20
2716600 19.4321 20
2716700 19.789 20
2716800 20.0159 20
2716900 20.3465 20
2717000 20.9344 20
2717100 21.264 20
2717200 21.3184 20
2717300 21.3073 20
2717400 20.8698 20
2717500 20.3452 20
2717600 19.9046 20
2717700 19.6301 20
2717800 19.5456 20
2717900 19.4922 20
2718000 19.5519 20
2718100 19.915 20
2718200 20.4098 20
2718300 20.6899 20
2718400 20.8482 20
2718500 20.7557 20
2718600 20.4238 20
2718700 19.8496 20
2718800 19.4861 20
2718900 19.504 20
2719000 19.6536 20
2719100 19.9774 20
2719200 20.2547 20
2719300 20.8308 20
2719400 21.3392 20
2719500 21.6032 20
2719600 21.3247 20
2719700 20.8357 20
2719800 19.9913 20
2719900 19.0646 20
2720000 18.3691 20
2720100 18.0757 20
2720200 17.9461 20
2720300 18.2706 20
2720400 18.6255 20
2720500 18.9497 20
2720600 19.1097 20
2720700 19.1424 20
2720800 19.3682 20
2720900 19.6966 20
2721000 20.0485 20
2721100 20.3437 20
2721200 20.7456 20
2721300 20.9777 20
2721400 20.794 20
2721500 20.3892 20
2721600 19.9272 20
2721700 19.6184 20
2721800 19.486 20
2721900 19.6901 20
2722000 19.9381 20
2722100 20.2262 20
2722200 20.5773 20
2722300 20.5967 20
2722400 20.2624 20
2722500 19.9112 20
2722600 19.5083 20
2722700 19.19 20
2722800 19.2077 20
2722900 19.4861 20
2723000 19.966 20
2723100 20.1849 20
2723200 20.315 20
2723300 20.392 20
2723400 20.4419 20
2723500 20.6645 20
2723600 20.8622 20
2723700 21.0868 20
2723800 21.1169 20
2723900 21.1014 20
2724000 21.046 20
2724100 20.6353 20
2724200 20.0908 20
2724300 20.0981 20
2724400 20.2234 20
2724500 20.4062 20
2724600 20.5427 20
2724700 20.6437 20
2724800 20.9244 20
2724900 21.1688 20
2725000 21.1139 20
2725100 20.9244 20
2725200 20.6169 20
2725300 20.3375 20
2725400 20.2526 20
2725500 20.3844 20
2725600 20.6512 20
2725700 20.6294 20
2725800 20.5733 20
2725900 20.4419 20
2726000 20.1438 20
2726100 19.8691 20
2726200 19.7367 20
2726300 19.797 20
2726400 20.0092 20
2726500 20.3038 20
2726600 20.5346 20
2726700 20.6358 20
2726800 20.7719 20
2726900 20.8834 20
2727000 20.9739 20
2727100 21.1459 20
2727200 21.2626 20
2727300 21.0247 20
2727400 20.3528 20
2727500 19.65 20
2727600 19.3282 20
2727700 19.3311 20
2727800 19.2956 20
2727900 19.3819 20
2728000 19.679 20
2728100 19.6806 20
2728200 19.5443 20
2728300 19.4684 20
2728400 19.4915 20
2728500 19.4408 20
2728600 19.235 20
2728700 19.1776 20
2728800 19.3827 20
2728900 19.9238 20
2729000 20.5242 20
2729100 21.0526 20
2729200 21.2127 20
2729300 20.8515 20
2729400 20.4925 20
2729500 20.2483 20
2729600 19.8933 20
2729700 19.6039 20
2729800 19.6541 20
2729900 20.0549 20
2730000 20.18 20
2730100 20.1299 20
2730200 19.9717 20
2730300 19.8758 20
2730400 19.8774 20
2730500 19.7715 20
2730600 19.5836 20
2730700 19.4197 20
2730800 19.4053 20
2730900 19.2656 20
2731000 19.2049 20
2731100 19.498 20
2731200 19.8917 20
2731300 20.3501 20
2731400 20.6432 20
2731500 20.5991 20
