# Time-averaged data for fix myat1
# TimeStep v_xave v_xdes
1170100 -10.3858 -8
1170200 -9.97107 -8
1170300 -10.0466 -8
1170400 -10.5658 -8
1170500 -11.1374 -8
1170600 -11.4639 -8
1170700 -11.3003 -8
1170800 -10.9567 -8
1170900 -10.8669 -8
1171000 -10.8445 -8
1171100 -10.87 -8
1171200 -10.902 -8
1171300 -11.2127 -8
1171400 -11.3192 -8
1171500 -11.0575 -8
1171600 -10.8947 -8
1171700 -10.9982 -8
1171800 -11.2872 -8
1171900 -11.4673 -8
1172000 -11.1957 -8
1172100 -10.5388 -8
1172200 -10.2622 -8
1172300 -10.5712 -8
1172400 -10.9992 -8
1172500 -11.1173 -8
1172600 -11.1482 -8
1172700 -10.9381 -8
1172800 -10.4861 -8
1172900 -10.1695 -8
1173000 -10.1969 -8
1173100 -10.2465 -8
1173200 -10.3594 -8
1173300 -10.5127 -8
1173400 -10.645 -8
1173500 -10.5838 -8
1173600 -10.7145 -8
1173700 -11.1069 -8
1173800 -11.1399 -8
1173900 -10.929 -8
1174000 -10.6155 -8
1174100 -10.8596 -8
1174200 -11.1341 -8
1174300 -11.0593 -8
1174400 -11.0097 -8
1174500 -10.7987 -8
1174600 -10.6613 -8
1174700 -10.8472 -8
1174800 -11.0003 -8
1174900 -11.1395 -8
1175000 -11.3949 -8
1175100 -11.4561 -8
1175200 -11.3361 -8
1175300 -11.0478 -8
1175400 -10.9834 -8
1175500 -10.9619 -8
1175600 -10.6191 -8
1175700 -10.2825 -8
1175800 -9.97645 -8
1175900 -9.99356 -8
1176000 -10.4863 -8
1176100 -11.0432 -8
1176200 -11.1608 -8
1176300 -10.9019 -8
1176400 -10.5626 -8
1176500 -10.5176 -8
1176600 -10.5266 -8
1176700 -10.7805 -8
1176800 -11.117 -8
1176900 -11.2782 -8
1177000 -11.1632 -8
1177100 -10.8286 -8
1177200 -10.5451 -8
1177300 -10.4006 -8
1177400 -10.5058 -8
1177500 -10.9585 -8
1177600 -11.4355 -8
1177700 -11.7701 -8
1177800 -11.7038 -8
1177900 -11.1181 -8
1178000 -10.5026 -8
1178100 -10.4059 -8
1178200 -10.7194 -8
1178300 -11.125 -8
1178400 -11.4742 -8
1178500 -11.5458 -8
1178600 -11.2475 -8
1178700 -10.9698 -8
1178800 -10.4977 -8
1178900 -10.1725 -8
1179000 -10.1317 -8
1179100 -10.5008 -8
1179200 -10.8906 -8
1179300 -10.9664 -8
1179400 -11.025 -8
1179500 -11.0925 -8
1179600 -10.8107 -8
1179700 -10.4608 -8
1179800 -10.2513 -8
1179900 -10.7222 -8
1180000 -11.0751 -8
1180100 -11.3777 -8
1180200 -11.5465 -8
1180300 -11.3394 -8
1180400 -10.8694 -8
1180500 -10.6336 -8
1180600 -10.6252 -8
1180700 -10.7206 -8
1180800 -11.2918 -8
1180900 -11.6898 -8
1181000 -11.4572 -8
1181100 -10.8793 -8
1181200 -10.4203 -8
1181300 -10.3288 -8
1181400 -10.7339 -8
1181500 -11.1758 -8
1181600 -11.4703 -8
1181700 -11.3721 -8
1181800 -10.9766 -8
1181900 -10.2739 -8
1182000 -9.8675 -8
1182100 -10.2023 -8
1182200 -10.9268 -8
1182300 -11.5258 -8
1182400 -11.5904 -8
1182500 -11.1519 -8
1182600 -10.9619 -8
1182700 -11.0482 -8
1182800 -10.9665 -8
1182900 -10.8386 -8
1183000 -10.9393 -8
1183100 -10.7953 -8
1183200 -10.5869 -8
1183300 -10.7694 -8
1183400 -11.1892 -8
1183500 -11.5188 -8
1183600 -11.5945 -8
1183700 -11.6968 -8
1183800 -11.3753 -8
1183900 -11.0012 -8
