# Time-averaged data for fix myat1
# TimeStep v_xave v_xdes
70100 -27.7197 -28
70200 -27.9704 -28
70300 -28.2549 -28
70400 -28.3101 -28
70500 -28.2676 -28
70600 -28.3045 -28
70700 -28.2194 -28
70800 -28.3584 -28
70900 -28.7221 -28
71000 -29.1211 -28
71100 -29.0925 -28
71200 -28.9549 -28
71300 -28.9221 -28
71400 -28.8452 -28
71500 -28.8656 -28
71600 -28.7136 -28
71700 -28.4681 -28
71800 -27.9499 -28
71900 -27.255 -28
72000 -26.6154 -28
72100 -26.0627 -28
72200 -25.8334 -28
72300 -26.042 -28
72400 -26.6592 -28
72500 -27.4681 -28
72600 -28.1839 -28
72700 -28.7618 -28
72800 -29.1173 -28
72900 -29.231 -28
73000 -29.101 -28
73100 -28.7263 -28
73200 -28.4066 -28
73300 -27.9769 -28
73400 -27.61 -28
73500 -27.4584 -28
73600 -27.6893 -28
73700 -28.0246 -28
73800 -28.4035 -28
73900 -28.8675 -28
74000 -28.9368 -28
74100 -28.7877 -28
74200 -28.5049 -28
74300 -28.2032 -28
74400 -27.8706 -28
74500 -27.8731 -28
74600 -27.9307 -28
74700 -27.9166 -28
74800 -28.0722 -28
74900 -28.3333 -28
75000 -28.7008 -28
75100 -28.8162 -28
75200 -28.6047 -28
75300 -28.1503 -28
75400 -27.7419 -28
75500 -27.6124 -28
75600 -27.7003 -28
75700 -27.8173 -28
75800 -27.7127 -28
75900 -27.5695 -28
76000 -27.6317 -28
76100 -27.8181 -28
76200 -27.8409 -28
76300 -27.8863 -28
76400 -27.8648 -28
76500 -27.9101 -28
76600 -27.8556 -28
76700 -27.4926 -28
76800 -27.5693 -28
76900 -27.7607 -28
77000 -27.7353 -28
77100 -27.4126 -28
77200 -27.0499 -28
77300 -27.0219 -28
77400 -27.1266 -28
77500 -27.1196 -28
77600 -26.9896 -28
77700 -26.9455 -28
77800 -27.175 -28
77900 -27.6311 -28
78000 -28.1027 -28
78100 -28.4831 -28
78200 -28.8138 -28
78300 -28.8776 -28
78400 -28.779 -28
78500 -28.4412 -28
78600 -28.0593 -28
78700 -27.8009 -28
78800 -27.5906 -28
78900 -27.5838 -28
79000 -27.7311 -28
79100 -27.9398 -28
79200 -28.1718 -28
79300 -28.3037 -28
79400 -28.1191 -28
79500 -27.8417 -28
79600 -27.6401 -28
79700 -27.5914 -28
79800 -27.7581 -28
79900 -27.8062 -28
80000 -27.9239 -28
80100 -28.0694 -28
80200 -28.3129 -28
80300 -28.5709 -28
80400 -28.6303 -28
80500 -28.8312 -28
80600 -28.7547 -28
80700 -28.4205 -28
80800 -28.1469 -28
80900 -27.7961 -28
81000 -27.3639 -28
81100 -27.1829 -28
81200 -27.1368 -28
81300 -27.1348 -28
81400 -27.279 -28
81500 -27.4804 -28
81600 -27.7153 -28
81700 -28.0457 -28
81800 -28.3905 -28
81900 -28.537 -28
82000 -28.3755 -28
82100 -28.2033 -28
82200 -28.0897 -28
82300 -27.9212 -28
82400 -28.1409 -28
82500 -28.6576 -28
82600 -29.0135 -28
82700 -29.1336 -28
82800 -29.0639 -28
82900 -29.0313 -28
83000 -28.8709 -28
83100 -28.7071 -28
83200 -28.1465 -28
83300 -27.5126 -28
83400 -26.6567 -28
83500 -25.9542 -28
83600 -25.806 -28
83700 -26.1924 -28
83800 -26.7329 -28
83900 -27.2749 -28
84000 -27.6899 -28
84100 -27.9105 -28
84200 -28.2662 -28
84300 -28.3568 -28
84400 -28.1841 -28
84500 -28.0549 -28
84600 -27.9324 -28
84700 -27.9991 -28
84800 -28.2015 -28
84900 -28.4463 -28
85000 -28.5709 -28
85100 -28.4766 -28
85200 -28.4474 -28
85300 -28.3878 -28
85400 -28.1856 -28
85500 -27.8685 -28
85600 -27.4006 -28
85700 -27.0739 -28
85800 -27.1561 -28
85900 -27.4614 -28
86000 -27.9472 -28
86100 -28.3988 -28
86200 -28.6816 -28
86300 -28.9014 -28
86400 -28.8623 -28
86500 -28.6436 -28
86600 -28.4933 -28
86700 -28.2489 -28
86800 -27.864 -28
86900 -27.6002 -28
87000 -27.5042 -28
87100 -27.3254 -28
87200 -27.2647 -28
87300 -27.1008 -28
87400 -27.1073 -28
87500 -27.6583 -28
87600 -28.3821 -28
87700 -28.8026 -28
87800 -28.8649 -28
87900 -28.7864 -28
88000 -28.724 -28
88100 -28.7955 -28
88200 -28.8391 -28
88300 -28.678 -28
88400 -27.9176 -28
88500 -27.1101 -28
88600 -26.5487 -28
88700 -26.4386 -28
88800 -26.5818 -28
88900 -26.5947 -28
89000 -26.7788 -28
89100 -26.6952 -28
89200 -26.6078 -28
89300 -26.655 -28
89400 -26.9455 -28
89500 -27.4441 -28
89600 -28.0401 -28
89700 -28.1201 -28
89800 -28.1763 -28
89900 -28.3062 -28
90000 -28.2876 -28
90100 -28.0708 -28
90200 -27.8969 -28
90300 -27.9815 -28
90400 -27.9762 -28
90500 -27.9708 -28
90600 -27.7104 -28
90700 -27.2769 -28
90800 -27.1657 -28
90900 -27.0992 -28
91000 -27.1848 -28
91100 -27.0563 -28
91200 -26.7149 -28
91300 -26.5533 -28
91400 -26.8912 -28
91500 -27.6416 -28
91600 -28.2482 -28
91700 -28.5128 -28
91800 -28.6218 -28
91900 -28.8028 -28
92000 -28.9425 -28
92100 -28.9216 -28
92200 -28.7122 -28
92300 -28.3933 -28
92400 -28.2579 -28
92500 -27.94 -28
92600 -27.7185 -28
92700 -27.8856 -28
92800 -28.0005 -28
92900 -28.2129 -28
93000 -28.4265 -28
93100 -28.7715 -28
93200 -28.974 -28
93300 -28.9496 -28
93400 -28.64 -28
93500 -28.301 -28
93600 -28.0205 -28
93700 -27.6627 -28
93800 -27.4168 -28
93900 -27.3949 -28
94000 -27.4559 -28
94100 -27.5022 -28
94200 -27.6515 -28
94300 -27.9826 -28
