# Time-averaged data for fix myat1
# TimeStep v_xave v_xdes
2270100 12.3667 12
2270200 12.6331 12
2270300 12.7963 12
2270400 12.8813 12
2270500 13.1302 12
2270600 13.4361 12
2270700 13.2133 12
2270800 12.7511 12
2270900 12.6419 12
2271000 12.7533 12
2271100 12.6881 12
2271200 12.4539 12
2271300 12.1105 12
2271400 12.0944 12
2271500 12.2453 12
2271600 12.4761 12
2271700 12.585 12
2271800 12.7999 12
2271900 12.623 12
2272000 12.307 12
2272100 11.9639 12
2272200 11.7687 12
2272300 11.7963 12
2272400 12.0988 12
2272500 12.3241 12
2272600 12.2919 12
2272700 12.2948 12
2272800 12.3443 12
2272900 12.0637 12
2273000 12.0022 12
2273100 12.443 12
2273200 13.0776 12
2273300 13.6644 12
2273400 13.8449 12
2273500 13.7421 12
2273600 13.3642 12
2273700 12.8496 12
2273800 12.416 12
2273900 12.139 12
2274000 12.0007 12
2274100 12.0368 12
2274200 12.2341 12
2274300 12.5882 12
2274400 12.7861 12
2274500 12.6268 12
2274600 12.4419 12
2274700 12.256 12
2274800 12.5411 12
2274900 13.0422 12
2275000 13.3743 12
2275100 13.6222 12
2275200 13.7657 12
2275300 13.7893 12
2275400 13.4528 12
2275500 13.0613 12
2275600 12.5983 12
2275700 12.1545 12
2275800 11.9273 12
2275900 11.7888 12
2276000 12.1101 12
2276100 12.5802 12
2276200 13.019 12
2276300 13.386 12
2276400 13.586 12
2276500 13.7991 12
2276600 14.0653 12
2276700 14.0696 12
2276800 14.0458 12
2276900 13.8141 12
2277000 13.4561 12
2277100 13.2982 12
2277200 13.1346 12
2277300 13.2175 12
2277400 13.371 12
2277500 13.436 12
2277600 13.2837 12
2277700 13.0712 12
2277800 12.6603 12
2277900 12.5344 12
2278000 12.3524 12
2278100 12.1784 12
2278200 12.0789 12
2278300 12.2398 12
2278400 12.4732 12
2278500 12.4764 12
2278600 12.3962 12
2278700 12.2939 12
2278800 12.2357 12
2278900 12.2349 12
2279000 12.4193 12
2279100 12.8181 12
2279200 13.2791 12
2279300 13.5845 12
2279400 13.5851 12
2279500 13.2086 12
2279600 12.7697 12
2279700 12.3849 12
2279800 12.0953 12
2279900 11.9509 12
2280000 12.068 12
2280100 12.4427 12
2280200 12.9035 12
2280300 13.2728 12
2280400 13.3314 12
2280500 13.153 12
2280600 12.8666 12
2280700 12.7077 12
2280800 12.4195 12
2280900 12.1616 12
2281000 12.2677 12
2281100 12.3021 12
2281200 12.2339 12
2281300 12.2334 12
2281400 12.2724 12
2281500 12.4896 12
2281600 12.7246 12
2281700 12.5964 12
2281800 12.8281 12
2281900 13.0643 12
2282000 13.2301 12
2282100 13.0484 12
2282200 12.884 12
2282300 12.9534 12
2282400 12.8247 12
2282500 12.4133 12
2282600 11.9146 12
2282700 11.532 12
2282800 11.5907 12
2282900 11.9848 12
2283000 12.4387 12
2283100 12.8619 12
2283200 12.9748 12
2283300 12.8811 12
2283400 12.7126 12
2283500 12.538 12
2283600 12.3805 12
2283700 12.405 12
2283800 12.233 12
2283900 12.1233 12
2284000 11.8031 12
2284100 11.8653 12
2284200 11.9239 12
2284300 11.9705 12
2284400 11.9215 12
2284500 11.7552 12
2284600 11.8754 12
2284700 12.3955 12
2284800 12.9342 12
2284900 12.9187 12
2285000 12.5941 12
2285100 12.5668 12
2285200 12.5464 12
2285300 12.4768 12
2285400 12.5469 12
2285500 12.4657 12
2285600 12.419 12
2285700 12.4979 12
2285800 12.5064 12
2285900 12.5853 12
2286000 13.0593 12
2286100 13.3143 12
2286200 13.4945 12
2286300 13.4702 12
2286400 13.1884 12
2286500 12.8858 12
2286600 12.7084 12
2286700 12.6484 12
2286800 12.4204 12
2286900 12.4257 12
2287000 12.4873 12
2287100 12.5065 12
2287200 12.7536 12
2287300 12.7783 12
2287400 12.6361 12
2287500 12.577 12
2287600 12.1791 12
2287700 11.8517 12
2287800 11.9331 12
2287900 12.3937 12
2288000 12.8948 12
2288100 13.4301 12
2288200 13.555 12
2288300 13.3936 12
2288400 13.1977 12
2288500 12.8174 12
2288600 12.2518 12
2288700 12.0774 12
2288800 12.2786 12
2288900 12.3067 12
2289000 12.3383 12
2289100 12.518 12
2289200 12.4795 12
2289300 12.3679 12
2289400 12.4621 12
2289500 12.4814 12
2289600 12.5438 12
2289700 12.8518 12
2289800 13.1813 12
2289900 13.3289 12
2290000 13.2827 12
2290100 13.5435 12
2290200 13.8704 12
2290300 13.661 12
2290400 13.1263 12
2290500 12.7243 12
2290600 12.3273 12
2290700 11.9413 12
2290800 11.8495 12
2290900 12.1095 12
2291000 12.4825 12
2291100 12.6868 12
2291200 12.844 12
2291300 13.1963 12
2291400 13.4153 12
2291500 13.6453 12
2291600 13.6795 12
2291700 13.4047 12
2291800 13.0081 12
2291900 12.7782 12
2292000 12.626 12
2292100 12.5913 12
2292200 12.7975 12
2292300 12.8127 12
2292400 12.5277 12
2292500 12.4702 12
2292600 12.6244 12
2292700 12.7389 12
2292800 12.4159 12
2292900 12.2233 12
2293000 12.2992 12
2293100 12.4281 12
2293200 12.3657 12
2293300 12.1205 12
2293400 12.0056 12
2293500 11.9389 12
2293600 12.1092 12
2293700 12.1479 12
2293800 12.0944 12
2293900 12.097 12
2294000 12.3185 12
2294100 12.3933 12
2294200 12.2063 12
2294300 11.9717 12
2294400 11.69 12
2294500 11.6283 12
2294600 12.0346 12
2294700 12.6179 12
2294800 12.9871 12
2294900 13.3638 12
2295000 13.5165 12
2295100 13.4338 12
2295200 13.226 12
2295300 12.9421 12
2295400 12.7418 12
2295500 12.6673 12
2295600 12.5404 12
2295700 12.2525 12
2295800 11.9319 12
2295900 11.7322 12
2296000 11.8206 12
2296100 11.9919 12
2296200 12.0048 12
2296300 12.0869 12
2296400 12.1019 12
2296500 12.1464 12
2296600 12.2799 12
2296700 12.5666 12
2296800 12.7325 12
2296900 12.6889 12
2297000 12.8532 12
2297100 12.8651 12
2297200 12.9638 12
2297300 13.0162 12
2297400 13.0835 12
2297500 13.2081 12
2297600 13.1762 12
2297700 13.1239 12
2297800 13.1403 12
2297900 13.2951 12
2298000 13.2278 12
2298100 12.8405 12
2298200 12.4126 12
2298300 12.1466 12
2298400 12.0601 12
2298500 12.2654 12
2298600 12.6178 12
2298700 12.8541 12
2298800 13.0603 12
2298900 13.4201 12
2299000 13.7932 12
2299100 13.8019 12
2299200 13.1663 12
2299300 12.5332 12
2299400 12.2419 12
2299500 12.2731 12
2299600 12.499 12
2299700 12.6054 12
2299800 12.5645 12
2299900 12.5016 12
2300000 12.3716 12
2300100 12.2543 12
2300200 12.2641 12
2300300 12.5132 12
2300400 12.7508 12
2300500 12.7352 12
2300600 12.7092 12
2300700 12.7096 12
2300800 12.7855 12
2300900 12.9402 12
2301000 13.1316 12
2301100 13.0943 12
2301200 12.8742 12
2301300 12.4893 12
2301400 12.4347 12
2301500 12.4889 12
2301600 12.4987 12
2301700 12.6011 12
2301800 12.9492 12
2301900 13.1972 12
2302000 12.9565 12
2302100 12.6427 12
