# Time-averaged data for fix myat1
# TimeStep v_xave v_xdes
2930100 23.755 24
2930200 23.1361 24
2930300 22.6386 24
2930400 22.3844 24
2930500 22.5494 24
2930600 23.0919 24
2930700 23.7469 24
2930800 24.1731 24
2930900 24.5718 24
2931000 24.6219 24
2931100 24.7758 24
2931200 25.0256 24
2931300 25.1982 24
2931400 25.4181 24
2931500 25.6892 24
2931600 25.5621 24
2931700 25.2781 24
2931800 25.0843 24
2931900 24.9001 24
2932000 24.6848 24
2932100 24.499 24
2932200 24.0604 24
2932300 23.5183 24
2932400 23.4079 24
2932500 23.3074 24
2932600 22.8709 24
2932700 22.821 24
2932800 22.943 24
2932900 23.1371 24
2933000 23.3913 24
2933100 23.5288 24
2933200 23.5227 24
2933300 23.3866 24
2933400 23.2286 24
2933500 23.3802 24
2933600 23.5038 24
2933700 23.5877 24
2933800 23.6134 24
2933900 23.6668 24
2934000 23.7868 24
2934100 23.7912 24
2934200 23.7594 24
2934300 24.0108 24
2934400 24.1894 24
2934500 23.9896 24
2934600 23.7344 24
2934700 23.627 24
2934800 23.5128 24
2934900 23.4694 24
2935000 23.5202 24
2935100 23.5556 24
2935200 23.7084 24
2935300 23.8026 24
2935400 24.0371 24
2935500 24.4478 24
2935600 24.9755 24
2935700 25.4549 24
2935800 25.4795 24
2935900 25.3294 24
2936000 25.0528 24
2936100 24.4989 24
2936200 23.7449 24
2936300 23.0051 24
2936400 22.6499 24
2936500 22.9877 24
2936600 23.7025 24
2936700 24.5743 24
2936800 25.2201 24
2936900 25.637 24
2937000 25.8865 24
2937100 25.9735 24
2937200 25.8581 24
2937300 25.8037 24
2937400 25.6987 24
2937500 25.3533 24
2937600 25.0199 24
2937700 24.6686 24
2937800 24.2468 24
2937900 23.8388 24
2938000 23.8515 24
2938100 24.179 24
2938200 24.5092 24
2938300 24.6084 24
2938400 24.4801 24
2938500 24.4255 24
2938600 24.3968 24
2938700 24.4902 24
2938800 24.4124 24
2938900 24.1677 24
2939000 23.7648 24
2939100 23.5258 24
2939200 23.1668 24
2939300 23.2333 24
2939400 23.5113 24
2939500 23.633 24
2939600 23.7497 24
2939700 23.88 24
2939800 24.0294 24
2939900 24.0465 24
2940000 24.0697 24
2940100 23.9282 24
2940200 23.443 24
2940300 23.0231 24
2940400 22.947 24
2940500 23.08 24
2940600 23.1926 24
2940700 23.3202 24
2940800 23.5719 24
2940900 23.8984 24
2941000 23.8941 24
2941100 23.8219 24
2941200 23.7607 24
2941300 23.7453 24
2941400 23.8817 24
2941500 23.8806 24
2941600 23.7326 24
2941700 23.5163 24
2941800 23.5071 24
2941900 23.9567 24
2942000 24.5709 24
2942100 24.9502 24
2942200 24.9759 24
2942300 24.7228 24
2942400 24.3221 24
2942500 23.8436 24
2942600 23.4434 24
2942700 22.9497 24
2942800 22.7316 24
2942900 22.9393 24
2943000 23.1555 24
2943100 23.3518 24
2943200 23.5459 24
2943300 23.7085 24
2943400 24.1921 24
2943500 24.6879 24
2943600 24.9525 24
2943700 25.0028 24
2943800 25.0816 24
2943900 25.1221 24
2944000 25.2012 24
2944100 25.3983 24
2944200 25.5442 24
2944300 25.4867 24
2944400 25.1927 24
2944500 24.777 24
2944600 24.5502 24
2944700 24.3607 24
2944800 24.3151 24
2944900 24.5118 24
2945000 24.6352 24
2945100 24.6949 24
2945200 24.6621 24
2945300 24.7047 24
2945400 24.6707 24
2945500 24.4198 24
2945600 24.2092 24
2945700 24.0446 24
2945800 23.8505 24
2945900 23.5253 24
2946000 23.2845 24
2946100 23.4072 24
2946200 23.8779 24
2946300 24.2818 24
2946400 24.3632 24
2946500 24.0692 24
2946600 23.7377 24
2946700 23.2382 24
2946800 23.1247 24
2946900 23.2071 24
2947000 23.4564 24
2947100 23.8133 24
2947200 23.9722 24
2947300 24.2413 24
2947400 24.3524 24
2947500 24.3401 24
2947600 24.3577 24
2947700 24.2976 24
2947800 24.1851 24
2947900 23.8159 24
2948000 23.3076 24
2948100 22.902 24
2948200 23.0707 24
2948300 23.5523 24
2948400 24.0509 24
2948500 24.5501 24
2948600 24.8627 24
2948700 24.86 24
2948800 24.7493 24
2948900 24.2251 24
2949000 23.626 24
2949100 23.0647 24
2949200 22.6918 24
2949300 22.8228 24
2949400 23.1986 24
2949500 23.7282 24
2949600 23.9623 24
2949700 24.0228 24
2949800 23.9317 24
2949900 23.8559 24
2950000 23.7255 24
2950100 23.637 24
2950200 23.5928 24
2950300 23.4776 24
2950400 23.5385 24
2950500 23.6797 24
2950600 23.9025 24
2950700 24.3125 24
2950800 24.7889 24
2950900 25.0915 24
2951000 24.9312 24
2951100 24.6925 24
2951200 24.6868 24
2951300 24.3372 24
2951400 23.8391 24
2951500 23.2837 24
2951600 23.2397 24
2951700 23.3517 24
2951800 23.6889 24
2951900 23.8119 24
2952000 23.7655 24
2952100 23.9056 24
2952200 23.9457 24
2952300 24.225 24
2952400 24.562 24
2952500 24.686 24
2952600 24.6662 24
2952700 24.4912 24
2952800 24.0873 24
2952900 23.9864 24
2953000 24.048 24
2953100 24.1719 24
2953200 24.3845 24
2953300 24.6363 24
2953400 24.7123 24
2953500 24.6909 24
2953600 24.4343 24
2953700 24.1503 24
2953800 23.9595 24
2953900 23.6849 24
2954000 23.4772 24
2954100 23.3538 24
2954200 23.4212 24
2954300 23.4475 24
2954400 23.058 24
2954500 22.7799 24
2954600 22.7725 24
2954700 23.0424 24
2954800 23.5274 24
2954900 24.1394 24
2955000 24.8454 24
2955100 25.2582 24
2955200 25.1567 24
2955300 25.126 24
