ITEM: TIMESTEP
25000
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 -108.612 
2 17.4211 
3 132.871 
4 -91.9101 
5 153.174 
6 35.1433 
7 101.523 
8 -31.1177 
9 -141.13 
10 80.8351 
11 -161.168 
12 72.8 
13 -41.6675 
14 -169.512 
15 76.0201 
16 -53.7865 
17 -168.254 
18 -114.753 
19 113.698 
20 -5.30762 
21 -111.326 
22 129.669 
23 20.2231 
24 4.58915 
25 -114.416 
26 136.138 
27 66.4732 
28 -53.2028 
29 -171.008 
30 61.2925 
31 -56.5132 
32 -179.032 
33 -169.922 
34 72.2719 
35 -50.2464 
36 147.636 
37 34.5367 
38 -94.3712 
39 -97.2718 
40 30.9132 
41 143.684 
42 -167.71 
43 -51.8674 
44 62.6103 
45 -47.8954 
46 -47.3774 
47 -168.267 
48 69.7072 
49 63.6179 
50 -57.2722 
51 -179.298 
52 -164.98 
53 74.1299 
54 -61.2499 
55 -178.922 
56 69.6828 
57 -176.327 
58 -56.7647 
59 60.4516 
60 -125.837 
61 119.451 
62 -2.39728 
63 -116.109 
64 122.043 
65 -1.39674 
66 -4.40676 
67 -126.255 
68 110.305 
69 -169.49 
70 67.9353 
71 -56.4716 
72 -167.529 
73 77.9738 
74 -43.2226 
75 -152.453 
76 -26.6196 
77 88.3512 
78 -50.7054 
79 -167.92 
80 71.6741 
81 -82.3751 
82 41.2784 
83 161.309 
84 -81.298 
85 151.955 
86 36.9933 
87 -89.2326 
88 155.806 
89 37.5149 
90 27.0535 
91 -87.9077 
92 153.801 
93 -179.579 
94 57.3058 
95 -61.8782 
96 172.063 
97 52.8789 
98 -64.822 
99 -74.9741 
100 165.842 
101 48.1411 
102 166.006 
103 48.2221 
104 -65.6987 
105 64.7347 
106 -62.8629 
107 175.886 
108 55.9111 
109 -65.3396 
110 -176.491 
111 174.287 
112 53.0367 
113 -58.115 
114 30.643 
115 146.623 
116 -85.3055 
ITEM: TIMESTEP
31900
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 -119.155 
2 -1.71209 
3 121.713 
4 -97.7821 
5 137.177 
6 24.1171 
7 90.5735 
8 -36.2927 
9 -153.285 
10 111.476 
11 -139.013 
12 26.6225 
13 -80.3995 
14 151.217 
15 44.1948 
16 -91.3887 
17 161.589 
18 -115.444 
19 120.729 
20 5.04879 
21 -112.29 
22 132.03 
23 11.537 
24 -0.580615 
25 -116.261 
26 123.246 
27 117.135 
28 -7.58123 
29 -120.741 
30 111.372 
31 -1.78831 
32 -123.911 
33 -126.062 
34 120.778 
35 -1.34552 
36 156.327 
37 39.9584 
38 -82.8328 
39 -95.1426 
40 28.7737 
41 145.343 
42 156.275 
43 -77.7644 
44 38.0929 
45 -42.6108 
46 -46.1424 
47 -161.186 
48 80.6142 
49 71.6846 
50 -43.3589 
51 -161.559 
52 -169.368 
53 75.5889 
54 -98.0252 
55 136.391 
56 21.4201 
57 160.54 
58 -81.8275 
59 39.2696 
60 -147.501 
61 95.572 
62 -22.1051 
63 -145.71 
64 96.6132 
65 -28.7823 
66 -32.6426 
67 -150.32 
68 84.2849 
69 -169.106 
70 67.3861 
71 -45.9755 
72 -138.956 
73 98.5594 
74 -20.4125 
75 -135.381 
76 -9.95002 
77 109.174 
78 -62.0139 
79 -177.768 
80 52.5939 
81 -81.4813 
82 37.5817 
83 153.771 
84 -74.7565 
85 170.28 
86 52.4239 
87 -66.7071 
88 175.437 
89 48.2569 
90 45.4744 
91 -72.3812 
92 160.438 
93 -134.608 
94 103.528 
95 -15.199 
96 -136.526 
97 104.747 
98 -14.6618 
99 -16.7842 
100 -135.511 
101 105.08 
102 143.189 
103 18.2472 
104 -94.6024 
105 48.355 
106 -73.245 
107 163.609 
108 57.0736 
109 -66.0726 
110 178.674 
111 177.116 
112 53.9696 
113 -61.2841 
114 154.111 
115 -93.49 
116 32.6027 
ITEM: TIMESTEP
32000
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 -132.892 
2 -9.31397 
3 107.205 
4 -68.7811 
5 175.657 
6 53.9351 
7 130.859 
8 13.2644 
9 -106.958 
10 31.4857 
11 154.069 
12 55.5619 
13 -64.8653 
14 169.4 
15 48.9729 
16 -69.7754 
17 169.797 
18 -100.487 
19 144.551 
20 27.8977 
21 -93.3875 
22 149.959 
23 21.5748 
24 23.3409 
25 -93.3126 
26 138.303 
27 130.589 
28 4.26339 
29 -108.741 
30 125.72 
31 12.7161 
32 -107.954 
33 -117.294 
34 129.702 
35 9.03192 
36 -179.103 
37 65.9209 
38 -53.8646 
39 -104.26 
40 12.9151 
41 132.974 
42 156.743 
43 -86.3946 
44 34.7836 
45 -81.2592 
46 -65.0306 
47 167.95 
48 44.9798 
49 51.1316 
50 -75.8874 
51 161.142 
52 168.73 
53 41.7114 
54 -84.9049 
55 149.62 
56 33.4054 
57 -153.482 
58 -36.6235 
59 78.2996 
60 -114.718 
61 127.012 
62 12.5117 
63 -117.021 
64 128.479 
65 1.24976 
66 15.3758 
67 -99.1242 
68 133.646 
69 162.871 
70 49.9127 
71 -75.2549 
72 -169.844 
73 56.4612 
74 -54.266 
75 174.338 
76 -67.077 
77 50.8804 
78 -45.5887 
79 -161.738 
80 74.5383 
81 -116.931 
82 -1.56757 
83 125.276 
84 -60.7604 
85 -173.001 
86 59.0885 
87 -51.8954 
88 -179.806 
89 60.3454 
90 61.2898 
91 -66.6206 
92 173.531 
93 -161.79 
94 81.4091 
95 -45.1528 
96 -146.445 
97 86.9932 
98 -29.6435 
99 -22.6836 
100 -149.246 
101 94.1177 
102 141.367 
103 30.0972 
104 -90.4928 
105 81.6975 
106 -35.2582 
107 -163.173 
108 84.6462 
109 -43.2685 
110 -158.398 
111 -161.196 
112 70.889 
113 -44.2405 
114 -178.964 
115 -62.0814 
116 61.328 
ITEM: TIMESTEP
32100
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 153.719 
2 31.3311 
3 -90.6085 
4 -98.932 
5 138.254 
6 13.9001 
7 -96.7176 
8 138.929 
9 26.0967 
10 24.4695 
11 -99.8841 
12 147.284 
13 -90.2042 
14 154.973 
15 26.1527 
16 31.4258 
17 148.388 
18 58.9401 
19 -61.1101 
20 179.698 
21 59.6482 
22 -59.809 
23 -179.859 
24 -91.6588 
25 32.0341 
26 146.169 
27 154.361 
28 28.9376 
29 -86.7471 
30 155.623 
31 39.9378 
32 -78.9539 
33 -91.8523 
34 152.463 
35 33.5712 
36 163.629 
37 43.5209 
38 -72.5479 
39 -72.6724 
40 47.6468 
41 164.019 
42 149.155 
43 -90.8089 
44 27.5525 
45 -87.8904 
46 -91.7363 
47 152.736 
48 29.3889 
49 32.3126 
50 -83.2149 
51 153.438 
52 150.984 
53 35.4569 
54 -101.635 
55 142.935 
56 13.2858 
57 -149.466 
58 -29.6978 
59 88.9227 
60 -157.314 
61 80.9026 
62 -32.2059 
63 -157.664 
64 89.2271 
65 -35.8806 
66 -31.7532 
67 -144.862 
68 90.0306 
69 151.594 
70 26.7265 
71 -90.8038 
72 172.916 
73 60.5271 
74 -68.5631 
75 -151.172 
76 -36.509 
77 77.6898 
78 -42.3854 
79 -165.7 
80 79.1382 
81 -100.829 
82 26.1259 
83 150.833 
84 -153.042 
85 89.9939 
86 -27.6027 
87 -149.065 
88 93.3386 
89 -32.1007 
90 -35.7375 
91 -153.334 
92 81.2267 
93 139.747 
94 19.3117 
95 -106.622 
96 85.386 
97 -37.6054 
98 -162.393 
99 85.8393 
100 -38.9487 
101 -151.169 
102 -152.305 
103 82.9067 
104 -29.314 
105 -138.702 
106 -12.0415 
107 105.256 
108 -85.1318 
109 144.14 
110 28.0696 
111 -88.4549 
112 155.475 
113 42.2737 
114 24.9174 
115 -91.1526 
116 155.646 
ITEM: TIMESTEP
32200
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 162.945 
2 48.4749 
3 -78.9362 
4 -66.8014 
5 178.504 
6 59.3454 
7 -65.6937 
8 175.148 
9 49.0011 
10 60.4828 
11 -58.6756 
12 175.178 
13 -88.9796 
14 142.442 
15 25.7723 
16 -4.70969 
17 121.047 
18 46.543 
19 -82.6986 
20 175.687 
21 46.4457 
22 -67.5002 
23 163.258 
24 -100.817 
25 19.2486 
26 137.892 
27 145.136 
28 24.0144 
29 -96.607 
30 151.596 
31 30.9743 
32 -87.2827 
33 -95.3275 
34 144.051 
35 25.7941 
36 165.979 
37 39.9399 
38 -73.8044 
39 -117.52 
40 0.808937 
41 121.553 
42 172.376 
43 -71.2749 
44 56.0306 
45 -97.0603 
46 -96.6458 
47 149.486 
48 29.775 
49 14.0337 
50 -99.835 
51 140.455 
52 136.519 
53 22.6502 
54 -88.3229 
55 143.448 
56 28.2117 
57 -137.816 
58 -18.4115 
59 102.925 
60 -134.038 
61 105.901 
62 -12.196 
63 -125.444 
64 116.459 
65 -5.3832 
66 -14.8501 
67 -132.947 
68 105.211 
69 146.011 
70 15.1664 
71 -102.167 
72 -171.229 
73 74.7379 
74 -39.3764 
75 176.909 
76 -70.4604 
77 54.2269 
78 -60.4658 
79 179.352 
80 66.2351 
81 -133.793 
82 -7.37867 
83 111.408 
84 166.729 
85 50.1829 
86 -72.8949 
87 154.592 
88 31.5141 
89 -88.8621 
90 -87.6818 
91 149.24 
92 28.8641 
93 -157.533 
94 89.0524 
95 -32.0775 
96 70.7631 
97 -47.0381 
98 -171.628 
99 72.2533 
100 -52.3365 
101 -169.946 
102 -173.517 
103 61.8929 
104 -55.7161 
105 -167.085 
106 -44.6231 
107 71.3333 
108 -57.5428 
109 176.517 
110 56.2597 
111 -63.4094 
112 176.333 
113 62.5309 
114 57.3261 
115 -62.9311 
116 -176.734 
ITEM: TIMESTEP
32300
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 136.536 
2 20.7536 
3 -100.875 
4 -69.8584 
5 172.576 
6 50.763 
7 -64.7635 
8 173.424 
9 52.8025 
10 49.5855 
11 -72.2271 
12 167.152 
13 -77.529 
14 156.767 
15 45.2773 
16 3.93622 
17 126.026 
18 43.9188 
19 -73.867 
20 164.439 
21 46.6529 
22 -76.8688 
23 165.345 
24 -106.61 
25 9.86087 
26 137.166 
27 145.856 
28 29.0902 
29 -91.6497 
30 151.836 
31 31.096 
32 -91.3979 
33 -87.9806 
34 151.279 
35 28.7856 
36 161.734 
37 41.0409 
38 -80.0464 
39 -135.094 
40 -19.8227 
41 103.456 
42 -168.117 
43 -52.8124 
44 74.9073 
45 -99.5793 
46 -97.8187 
47 133.352 
48 20.6614 
49 17.61 
50 -111.219 
51 136.09 
52 141.941 
53 13.1116 
54 -86.6386 
55 157.721 
56 37.953 
57 -164.978 
58 -40.021 
59 75.4041 
60 -139.033 
61 103.255 
62 -18.4621 
63 -133.566 
64 104.716 
65 -15.8544 
66 -18.798 
67 -140.515 
68 98.914 
69 173.603 
70 59.5942 
71 -70.7521 
72 -161.387 
73 84.5184 
74 -35.7085 
75 -171.527 
76 -61.2303 
77 60.7601 
78 -58.4549 
79 -172.527 
80 61.6867 
81 -155.299 
82 -30.8535 
83 89.0884 
84 -163.019 
85 87.8301 
86 -37.9313 
87 -170.425 
88 63.8138 
89 -61.2739 
90 -42.8515 
91 -168.613 
92 66.2994 
93 -178.782 
94 59.2397 
95 -60.9956 
96 56.5915 
97 -63.233 
98 179.7 
99 65.5604 
100 -51.5067 
101 -174.615 
102 -179.681 
103 63.252 
104 -59.8564 
105 -127.496 
106 -5.97039 
107 109.987 
108 -67.3111 
109 166.633 
110 49.8539 
111 -75.5403 
112 167.681 
113 50.5159 
114 42.7234 
115 -74.0553 
116 168.78 
ITEM: TIMESTEP
32400
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 126.403 
2 -2.94017 
3 -111.704 
4 -78.2584 
5 144.796 
6 37.9967 
7 -87.6268 
8 165.574 
9 49.3193 
10 25.413 
11 -81.3858 
12 162.359 
13 -117.631 
14 125.149 
15 7.92795 
16 32.2157 
17 156.702 
18 47.3015 
19 -68.665 
20 158.248 
21 42.282 
22 -75.6699 
23 168.364 
24 -82.1779 
25 44.7396 
26 159.368 
27 154.788 
28 25.8885 
29 -89.21 
30 142.344 
31 27.245 
32 -88.7575 
33 -93.6885 
34 151.213 
35 35.2105 
36 163.012 
37 46.4128 
38 -77.1185 
39 -154.899 
40 -27.38 
41 91.0218 
42 175.433 
43 -67.9973 
44 44.816 
45 -117.717 
46 -108.141 
47 137.52 
48 5.6151 
49 8.8567 
50 -105.483 
51 122.613 
52 128.527 
53 14.1876 
54 -94.1573 
55 143.635 
56 23.5555 
57 -178.435 
58 -53.8132 
59 66.6573 
60 -133.023 
61 106.542 
62 -15.0982 
63 -143.725 
64 94.6349 
65 -23.2898 
66 -22.0379 
67 -143.678 
68 98.3971 
69 -170.961 
70 78.7916 
71 -40.7747 
72 -160.594 
73 70.3329 
74 -46.1635 
75 -155.452 
76 -40.0141 
77 69.7919 
78 -104.823 
79 141.895 
80 19.6662 
81 -175.605 
82 -56.0065 
83 65.4028 
84 -171.598 
85 69.7722 
86 -38.108 
87 -161.067 
88 91.0531 
89 -42.4365 
90 -41.5661 
91 -149.446 
92 77.0641 
93 -164.928 
94 80.9406 
95 -40.2402 
96 73.0513 
97 -51.4629 
98 -169.917 
99 62.7091 
100 -55.7452 
101 -172.777 
102 -175.737 
103 65.8092 
104 -51.2224 
105 -43.8515 
106 79.8916 
107 -162.883 
108 -58.1316 
109 -178.775 
110 58.8983 
111 -62.6616 
112 175.011 
113 57.9814 
114 55.7905 
115 -66.5366 
116 176.433 
ITEM: TIMESTEP
32500
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 150.477 
2 27.9916 
3 -92.45 
4 -81.0854 
5 162.211 
6 43.4873 
7 -79.0881 
8 162.189 
9 37.616 
10 48.0559 
11 -70.6672 
12 164.76 
13 -100.531 
14 140.152 
15 16.2592 
16 10.5194 
17 129.134 
18 35.1496 
19 -83.1374 
20 155.758 
21 37.4711 
22 -88.2335 
23 153.479 
24 -89.8116 
25 41.493 
26 154.763 
27 -179.237 
28 50.3128 
29 -65.9356 
30 170.737 
31 54.4885 
32 -58.8124 
33 -67.7984 
34 175.953 
35 62.6523 
36 172.039 
37 58.7879 
38 -69.0177 
39 -177.406 
40 -60.6408 
41 59.1014 
42 136.855 
43 -95.7305 
44 24.0972 
45 -116.811 
46 -119.59 
47 124.27 
48 4.92239 
49 -4.17226 
50 -120.312 
51 120.34 
52 118.676 
53 2.53655 
54 -93.0971 
55 143.445 
56 26.1712 
57 -149.924 
58 -25.3412 
59 93.8553 
60 -106.277 
61 127.094 
62 8.88182 
63 -115.621 
64 126.166 
65 11.0075 
66 7.04978 
67 -111.163 
68 133.679 
69 -171.951 
70 64.2836 
71 -55.3183 
72 -153.84 
73 72.4677 
74 -41.8904 
75 -154.627 
76 -36.3607 
77 81.3003 
78 -25.4084 
79 -142.899 
80 100.714 
81 -172.644 
82 -46.145 
83 71.6725 
84 173.418 
85 53.7245 
86 -68.6688 
87 -171.242 
88 66.3651 
89 -51.5476 
90 -60.3631 
91 177.244 
92 59.3308 
93 -166.795 
94 68.749 
95 -47.7524 
96 71.8119 
97 -51.0477 
98 -176.858 
99 71.91 
100 -53.9002 
101 -165.23 
102 -167.318 
103 66.8714 
104 -44.4589 
105 -13.1852 
106 112.364 
107 -126.256 
108 -52.2756 
109 177.223 
110 57.9764 
111 -69.6739 
112 171.08 
113 60.8279 
114 58.3974 
115 -60.8487 
116 -171.101 
ITEM: TIMESTEP
32600
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 152.858 
2 39.7196 
3 -86.0903 
4 -128.587 
5 109.283 
6 -5.78951 
7 -133.01 
8 111.917 
9 -10.8804 
10 -16.8068 
11 -131.879 
12 105.323 
13 -68.7195 
14 169.888 
15 54.6415 
16 42.5277 
17 151.853 
18 9.4563 
19 -96.1813 
20 131.793 
21 26.1556 
22 -117.15 
23 137.212 
24 -113.358 
25 4.33751 
26 128.192 
27 158.748 
28 40.3627 
29 -86.5258 
30 159.54 
31 32.6513 
32 -82.0744 
33 -84.1549 
34 148.957 
35 34.2309 
36 -170.839 
37 69.3084 
38 -44.9733 
39 133.075 
40 -102.186 
41 10.3644 
42 151.682 
43 -81.2049 
44 41.3591 
45 -115.585 
46 -122.676 
47 115.345 
48 6.02977 
49 -8.06907 
50 -130.048 
51 120.637 
52 115.709 
53 -6.27002 
54 -72.5709 
55 169.121 
56 49.3738 
57 -141.002 
58 -17.5427 
59 101.354 
60 -23.3807 
61 -153.16 
62 87.007 
63 -37.4928 
64 -157.326 
65 92.2866 
66 83.6316 
67 -36.2013 
68 -146.589 
69 -147.392 
70 92.1266 
71 -23.7577 
72 169.413 
73 38.8128 
74 -75.3842 
75 -165.232 
76 -47.8509 
77 74.0762 
78 -83.2517 
79 167.055 
80 35.8606 
81 -155.419 
82 -28.0083 
83 88.6845 
84 159.885 
85 41.3884 
86 -82.3173 
87 167.87 
88 44.1646 
89 -73.6334 
90 -71.7792 
91 164.515 
92 46.7171 
93 176.166 
94 56.6851 
95 -57.587 
96 74.9338 
97 -44.4816 
98 -162.275 
99 74.1773 
100 -43.6163 
101 -166.407 
102 -165.133 
103 77.0732 
104 -45.7178 
105 56.6765 
106 175.386 
107 -64.554 
108 -46.3659 
109 -177.48 
110 67.168 
111 -62.6461 
112 -177.998 
113 68.4685 
114 67.5223 
115 -47.8292 
116 -161.363 
ITEM: TIMESTEP
32700
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 158.367 
2 37.8323 
3 -88.8471 
4 -106.68 
5 130.148 
6 8.24672 
7 -107.983 
8 130.115 
9 15.189 
10 13.2829 
11 -108.618 
12 136.455 
13 -83.6543 
14 161.541 
15 42.3517 
16 27.1863 
17 150.942 
18 32.8729 
19 -81.4377 
20 145.88 
21 31.5697 
22 -93.6061 
23 152.083 
24 -101.195 
25 19.2271 
26 133.272 
27 106.034 
28 -14.9161 
29 -128.69 
30 107.304 
31 -6.47009 
32 -131.746 
33 -136.151 
34 110.075 
35 -15.2011 
36 172.498 
37 49.5134 
38 -66.016 
39 155.181 
40 -79.1728 
41 28.6521 
42 -163.697 
43 -51.9687 
44 69.9585 
45 -92.3156 
46 -81.0675 
47 164.775 
48 35.2961 
49 33.0114 
50 -81.1466 
51 149.375 
52 151.321 
53 37.1628 
54 -85.0025 
55 147.892 
56 28.3601 
57 -157.022 
58 -33.1273 
59 83.8925 
60 -60.0563 
61 170.392 
62 59.5305 
63 -64.4947 
64 -175.356 
65 65.0571 
66 48.2607 
67 -62.6007 
68 177.813 
69 -165.978 
70 80.2928 
71 -47.9267 
72 -160.273 
73 93.6936 
74 -34.4646 
75 -175.203 
76 -56.9623 
77 65.646 
78 -39.3625 
79 -147.491 
80 81.0611 
81 -146.469 
82 -30.69 
83 89.6337 
84 -165.583 
85 77.6586 
86 -45.439 
87 -177.423 
88 59.4795 
89 -60.6646 
90 -50.2103 
91 -173.308 
92 66.5481 
93 160.596 
94 35.989 
95 -74.9709 
96 66.2367 
97 -53.6725 
98 -166.488 
99 65.5425 
100 -47.2726 
101 -174.548 
102 -172.339 
103 74.8458 
104 -52.4299 
105 -18.5186 
106 95.4808 
107 -138.074 
108 -60.8821 
109 179.488 
110 61.9082 
111 -63.0371 
112 179.383 
113 56.593 
114 61.3091 
115 -56.2705 
116 -179.061 
ITEM: TIMESTEP
32800
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 161.833 
2 39.0579 
3 -68.1335 
4 -84.1564 
5 159.768 
6 45.2109 
7 -80.5105 
8 164.932 
9 35.565 
10 28.5801 
11 -85.9771 
12 144.656 
13 -92.1903 
14 143.117 
15 15.4788 
16 17.7933 
17 143.868 
18 29.3965 
19 -86.6502 
20 155.053 
21 39.0066 
22 -81.6084 
23 162.345 
24 -93.4608 
25 35.6868 
26 148.909 
27 99.7127 
28 -20.5733 
29 -141.351 
30 98.3251 
31 -22.4528 
32 -141.389 
33 -141.195 
34 98.0275 
35 -20.9086 
36 -171.719 
37 66.9769 
38 -53.0158 
39 145.042 
40 -94.6195 
41 23.0289 
42 -160.355 
43 -41.5244 
44 79.335 
45 -111.281 
46 -108.8 
47 128.304 
48 10.5521 
49 9.77977 
50 -113.116 
51 129.132 
52 129.367 
53 6.47138 
54 -115.345 
55 125.009 
56 -0.232903 
57 -174.26 
58 -54.649 
59 70.1301 
60 -73.0172 
61 163.517 
62 44.8699 
63 -74.0583 
64 167.295 
65 49.4075 
66 36.8417 
67 -81.8054 
68 160.307 
69 -160.259 
70 74.1154 
71 -37.1114 
72 -152.446 
73 88.1535 
74 -26.386 
75 -175.198 
76 -48.1478 
77 63.3615 
78 60.1953 
79 -53.4151 
80 -174.089 
81 -130.821 
82 -7.81282 
83 112.24 
84 -154.855 
85 84.2657 
86 -36.1204 
87 -157.886 
88 81.7275 
89 -37.0071 
90 -44.6119 
91 -164.998 
92 76.2674 
93 -168.813 
94 69.2054 
95 -44.9722 
96 72.2299 
97 -51.8094 
98 -164.297 
99 66.274 
100 -46.2138 
101 -169.687 
102 -177.983 
103 69.5292 
104 -53.9437 
105 -99.2627 
106 24.1158 
107 144.848 
108 -54.5649 
109 177.8 
110 59.9458 
111 -61.481 
112 -179.335 
113 66.1541 
114 45.4327 
115 -72.4216 
116 173.068 
ITEM: TIMESTEP
32900
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 170.872 
2 46.958 
3 -65.5608 
4 -76.5696 
5 157.687 
6 39.6907 
7 -82.6832 
8 159.321 
9 43.0606 
10 32.3307 
11 -85.6652 
12 158.075 
13 -94.4716 
14 146.37 
15 23.9124 
16 26.3331 
17 151.496 
18 29.2831 
19 -94.0916 
20 149.952 
21 26.5769 
22 -87.9391 
23 148.686 
24 -99.8673 
25 19.1045 
26 141.935 
27 94.9665 
28 -26.6401 
29 -150.172 
30 87.7744 
31 -35.7572 
32 -150.619 
33 -146.374 
34 90.0943 
35 -24.7675 
36 -154.477 
37 86.4025 
38 -35.8645 
39 158.68 
40 -83.3412 
41 39.5965 
42 -165.876 
43 -44.1943 
44 75.6497 
45 -126.094 
46 -130.142 
47 110.046 
48 -3.67236 
49 -18.5252 
50 -138.337 
51 107.945 
52 107.436 
53 -12.3758 
54 -108.057 
55 124.871 
56 12.5163 
57 163.573 
58 -70.5561 
59 40.8643 
60 -51.4363 
61 -173.357 
62 69.353 
63 -50.5452 
64 -167.835 
65 71.3758 
66 70.0874 
67 -47.2023 
68 -167.992 
69 179.727 
70 57.6107 
71 -65.3891 
72 168.843 
73 43.918 
74 -77.0055 
75 -170.666 
76 -44.5491 
77 79.29 
78 30.43 
79 -87.1197 
80 166.023 
81 -122.166 
82 6.50697 
83 124.992 
84 -157.01 
85 77.448 
86 -43.3824 
87 -152.12 
88 87.0497 
89 -26.5777 
90 -34.404 
91 -155.234 
92 91.1382 
93 -150.145 
94 84.4965 
95 -27.6418 
96 61.8261 
97 -57.9468 
98 -179.934 
99 62.3551 
100 -59.6316 
101 -177.872 
102 -177.156 
103 60.8576 
104 -57.3827 
105 -145.202 
106 -27.9803 
107 96.6426 
108 -61.377 
109 172.031 
110 54.4215 
111 -73.7561 
112 168.634 
113 52.8358 
114 39.1266 
115 -78.4831 
116 165.718 
ITEM: TIMESTEP
33000
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1659880786948438e+01 2.1659880786948438e+01
-1.1125721167720103e+01 1.1125721167720103e+01
-1.1125721167720103e+01 1.1125721167720103e+01
ITEM: ENTRIES index c_dphi
1 -172.805 
2 67.5876 
3 -58.2998 
4 -42.9133 
5 -165.609 
6 79.6599 
7 -36.8166 
8 -151.548 
9 85.8792 
10 76.2159 
11 -38.515 
12 -161.088 
13 -119.565 
14 126.296 
15 14.1339 
16 12.9321 
17 133.871 
18 20.9718 
19 -92.0312 
20 133.215 
21 20.2118 
22 -115.779 
23 131.218 
24 -70.0447 
25 49.657 
26 173.072 
27 105.607 
28 -13.3115 
29 -136.293 
30 106.218 
31 -16.7636 
32 -134.864 
33 -131.362 
34 105.656 
35 -12.444 
36 178.164 
37 56.3158 
38 -63.5848 
39 170.355 
40 -66.9671 
41 52.1952 
42 162.798 
43 -73.2974 
44 42.8671 
45 -107.063 
46 -103.338 
47 135.545 
48 17.7817 
49 11.3753 
50 -109.742 
51 132.495 
52 131.817 
53 10.6997 
54 -118.178 
55 117.953 
56 0.10291 
57 172.705 
58 -78.295 
59 47.2853 
60 -70.8103 
61 -177.546 
62 53.6742 
63 -57.467 
64 173.753 
65 49.2687 
66 63.2682 
67 -65.5116 
68 170.004 
69 157.199 
70 39.033 
71 -84.4147 
72 -176.423 
73 55.0962 
74 -60.6809 
75 -172.443 
76 -48.76 
77 73.698 
78 -40.1642 
79 -161.582 
80 84.3597 
81 -82.4826 
82 40.2303 
83 153.56 
84 -144.166 
85 93.8916 
86 -29.6767 
87 -144.855 
88 91.5767 
89 -22.9124 
90 -21.4989 
91 -145.067 
92 100.444 
93 -164.828 
94 73.6248 
95 -43.8126 
96 70.0974 
97 -52.0333 
98 -165.912 
99 69.4375 
100 -44.4414 
101 -168.432 
102 -168.626 
103 77.4952 
